문제	카테고리
9546	10000000000000001000000000000000000000000000000000000004
9547	01000000010000000000000000000000000000000000000000000008
9549	00000100000000000000000000000000000000000000000010000010
9550	10000000000000001000000000000000000000000000000000000003
9552	00100000000000000000000100000000000000000000000000000017
9553	10000000001000000000000000000000000000001000000000000011
9555	01000000000000000000000000000000000000000000000000000007
9556	10000000000100000000000000000000000010000000000000000017
9557	01000100000000000000000000000000000000000000000000000005
9558	01000001000000000000000000000000000000000000000000000004
9568	00000000011000000000000000000000000000000000000000000015
9569	00100000000000000000000100000000000000000000000000000017
9570	11001001000000000001000000000100000000000000000000000016
9571	00001000000001000000000000000100010000000000000000000016
9572	00100000000000000000000000000000000000000000000000000016
9573	00000001000000000000000000000000000000000000000000000009
9574	00000000010000000000000000000000000000000000000000000010
9575	10001001010000000000000000001000000000000000000000000007
9576	00000010000000000000000000000000000000000000000000000015
9580	10100000000000000001000000000000000000000000000000000015
9584	01000100000000000000000000000000000000000000000000000004
9587	00100100000000000000000000000000000000000000000000000017
9591	00010000001000000000000010000000000000000000000100000013
9594	10000000000100000000000000000000000000000000000000000017
9597	00000000000000000000010000000000000000000000000000000013
9599	00100000000000000000000001000000000000000000000000000011
9600	01000000000000000100000000000000000000000000000000000009
9609	01000000000000000000000000000000000000000000000000000007
9610	11000000000000000000000000000000000000000000000000000003
9611	00000001001000000000000000000000000000000000000000000004
9612	00001100010000000000000000001000000000000000000000000007
9613	10000000000100000000000000000000000000000001000000000008
9614	10000000000000000000000000000000000000000000000000000016
9616	10000000000000000001000000000000000000000000000000000015
9620	00000010010000000000000000000000000000000000000000000009
9622	01000000000000000000000000000000000000000000000000000003
9623	00001000000001100000000000000000000000000000100000000017
9625	01100000000000000000000000000000000000000000000000000006
9626	01000000000000000000000000000000000000000000000000000006
9627	01000101000000000000000000000000000000000000000000000007
9631	10000100000000000001000000000000000000000000000000000007
9635	01000000000000000000000000000000000000000000000000000004
9636	01000100000000000000000000000000000000000000000000000004
9644	00000000000000000000100000000000000000000000000000000013
9645	10100000000000000000000000000000000000001000000000000016
9646	00110000100000000010000001000000000000000000000000000012
9648	11000000000000000000000000000000000000000000000000000006
9649	10000000001000000000000000000000000000000000000000000006
9652	00101100000010000000000000000001100000000000000000000017
9655	10100000000000000000000000000000000100000000000000000006
9656	00100000000000000000000000000000000100000000000000000007
9657	00100000000000000000000000000000000100000000000000000008
9658	00100000000000000000000000000000000100000000000000000009
9659	00000000000000000000000000000000000100000000000000000009
9660	00000000000000000000000000000000000100000000000000000011
9661	10000000000000000000000000000000000100000000000000000014
9663	00000001000000000000000001000000000000000000000000000011
9664	10000001000000001000000000000000000000000000000000000003
9665	00000001000000000000000000000000000000000000000000000009
9686	00000010000000000000000000000000000000000000000000000014
9693	10000000000100000000000000000000000000000000000000000007
9694	00010000000000000000000010000000000000000000000000000012
9699	01000000000000000000000000000000000000000000000000000003
9702	00000000000000000000000000000000000000000000000000100015
9706	00000001001000000000000000000000000000000000000000000011
9710	00000010010000000000000000000000000000000000000000000012
9711	10100000000000000000000000000000000000000000000000000009
9713	10000000000000001000000000000000000000000000000000000003
9715	11000000001000000000000000000000000000000000000000000006
9718	10000010000000000000100000000000000000000000000000000013
9723	01000000001000000000000000000000000000000000000000000004
9724	10000000000000000000000000000000000000000000000000000003
9727	01000000000000000000000000000000000000000000000000000006
9728	00000000000000000000000000000000010000000000000000000007
9733	01001100000000000000000000001100000000000000000000000006
9734	10000100000100000000000000000000000000000001000000000009
9736	10000000000000000000000000000000000000000000000000000011
9742	10000000000000000000000001000000000000000000000000000007
9753	10000001000100000000000000000000001000010000000000000009
9763	00000001000000000000000000000000000000000000000000000010
9764	00100000000000000000000000000000000000000000000000000010
9765	10000001000100000000000000000000000000000001000000000010
9798	00001000000011000000000000000000000001000000000000000015
9813	10000001000000001000000000000000000000000000000000000014
9815	01000000000000000100000000000000000000000000000000000006
9819	11000000000000000100000100000000000010000000000000000007
9825	10100001000100000000000000000000000000000000000000000010
9826	00010001100000010000000000000000000000000000000000000015
9830	10000010010000000000000000000000000000000000000000000009
9834	01001000000000000100000000000000000000000000000001000007
9835	01000100000000000000000000000000000000000000000000000008
9842	10000000000100000000000000000000001000010000000000000007
9843	01001000000000000100000000000001000000000000000000000007
9844	00100000000000000000000000000000000000000000000000000008
9845	00100000000000000000000000000000000000000000000000000010
9847	00000001000000000000000000000000000000000000000000000010
9848	01000000000000000000000000000000000000000000000000000003
9849	10000000001000000000000000000000000000000000000000000004
9850	01000101000000000000000000000000000000000000000000000004
9866	00010000100000000000000010000000000000000000000000000016
9869	00001010010000000000000000000010000000000000000000000013
9870	00010000000000000000000000000000000000000000000100000012
9871	10000000000000000000000000000000000010000000000000000016
9872	00001100010000000000000000001100000000000000000000000007
9873	00000001010000100000000000000000000000000000000000000008
9874	00010001100000000000000001000000000000000000000000000013
9878	11001000010000000000000000000010000000000000000000000011
9879	00011000100000100000000000100000000000000010000000000013
9880	00100010010000000000000000000000000000000000000000000012
9881	00000001000000000000000000000000000000000000000000000005
9882	00000000000000000000000001000000000000000000000000000008
9883	11000100000000000000000000000000000000000000000000000004
9884	11000000000100000000000000000000000000000001000000000005
9886	01000001000000000000000100000000000000000000000000000010
9896	01000000000000000000000000000000000000000000000000000004
9898	00100000000000000000000100000000000000000000000000000015
9907	11000000000000001000000000000000000000000000000000000004
9908	01000001000000000000000000000000000000000000000000000006
